x,y,w,h,aspect_ratio,ground_truth,predicted
150,61,67,67,1.0,right,left
48,75,61,61,1.0,left,left
157,65,66,66,1.0,right,center
52,73,71,71,1.0,left,left
156,65,65,65,1.0,right,left
50,73,68,68,1.0,left,center
154,62,64,64,1.0,right,left
48,73,65,65,1.0,left,left
46,70,72,72,1.0,left,left
155,67,65,65,1.0,right,left
157,71,59,59,1.0,right,left
51,74,71,71,1.0,left,left
152,63,70,70,1.0,right,left
149,54,86,86,1.0,right,left
163,68,70,70,1.0,right,center
160,67,70,70,1.0,right,left
57,73,73,73,1.0,left,left
167,71,65,65,1.0,right,left
61,79,69,69,1.0,left,left
157,67,68,68,1.0,right,left
56,74,70,70,1.0,left,center
160,69,65,65,1.0,right,left
50,70,80,80,1.0,left,center
160,68,65,65,1.0,right,center
54,78,65,65,1.0,left,left
50,63,92,92,1.0,left,left
159,66,67,67,1.0,right,left
56,72,74,74,1.0,left,left
161,69,65,65,1.0,right,center
53,78,67,67,1.0,left,left
161,67,63,63,1.0,right,left
48,72,69,69,1.0,left,center
159,66,65,65,1.0,right,left
51,74,69,69,1.0,left,left
166,71,61,61,1.0,right,center
58,76,71,71,1.0,left,left
161,68,65,65,1.0,right,left
52,72,73,73,1.0,left,left
50,69,74,74,1.0,left,left
160,66,65,65,1.0,right,left
78,77,62,62,1.0,center,left
162,67,65,65,1.0,right,left
54,74,70,70,1.0,left,left
159,65,67,67,1.0,right,left
50,74,69,69,1.0,left,left
158,65,66,66,1.0,right,center
51,73,71,71,1.0,left,left
163,67,65,65,1.0,right,left
57,74,71,71,1.0,left,left
161,67,67,67,1.0,right,center
57,79,66,66,1.0,left,left
160,66,66,66,1.0,right,left
52,74,70,70,1.0,left,left
162,67,64,64,1.0,right,left
54,75,69,69,1.0,left,left
161,68,64,64,1.0,right,left
56,75,70,70,1.0,left,left
162,67,64,64,1.0,right,center
54,73,72,72,1.0,left,left
158,66,63,63,1.0,right,left
53,73,68,68,1.0,left,left
163,67,64,64,1.0,right,left
54,73,72,72,1.0,left,center
161,68,65,65,1.0,right,center
54,74,72,72,1.0,left,left
157,66,68,68,1.0,right,left
51,72,73,73,1.0,left,left
159,65,65,65,1.0,right,left
54,74,66,66,1.0,left,left
94,154,114,114,1.0,center,left
161,67,65,65,1.0,right,center
49,73,74,74,1.0,left,left
158,65,65,65,1.0,right,left
49,70,74,74,1.0,left,left
159,63,65,65,1.0,right,left
53,70,70,70,1.0,left,left
135,54,71,71,1.0,right,right
32,48,84,84,1.0,left,left
133,54,69,69,1.0,right,right
132,50,72,72,1.0,right,center
28,46,80,80,1.0,left,center
133,50,69,69,1.0,right,center
26,42,90,90,1.0,left,left
134,52,66,66,1.0,right,left
126,50,68,68,1.0,right,center
132,47,70,70,1.0,right,center
27,40,83,83,1.0,left,center
129,52,62,62,1.0,right,left
20,41,82,82,1.0,left,left
134,54,66,66,1.0,right,center
29,45,81,81,1.0,left,left
138,55,66,66,1.0,right,center
45,64,54,54,1.0,left,center
31,37,94,94,1.0,left,left
130,54,62,62,1.0,right,center
37,61,55,55,1.0,left,center
19,28,103,103,1.0,left,left
31,36,99,99,1.0,left,left
145,66,57,57,1.0,right,center
48,66,59,59,1.0,left,center
137,60,62,62,1.0,right,center
42,64,59,59,1.0,left,left
151,64,59,59,1.0,right,center
53,60,66,66,1.0,left,center
138,62,57,57,1.0,right,center
35,43,86,86,1.0,left,left
44,62,56,56,1.0,left,left
139,63,54,54,1.0,right,center
46,66,52,52,1.0,left,left
141,62,54,54,1.0,right,center
43,54,66,66,1.0,left,left
143,64,51,51,1.0,right,center
40,57,65,65,1.0,left,left
43,54,74,74,1.0,left,left
144,63,57,57,1.0,right,center
50,64,59,59,1.0,left,left
143,65,56,56,1.0,right,center
44,66,53,53,1.0,left,left
138,61,56,56,1.0,right,center
48,68,54,54,1.0,left,left
140,62,58,58,1.0,right,center
42,66,58,58,1.0,left,left
137,64,57,57,1.0,right,right
137,61,54,54,1.0,right,right
43,67,54,54,1.0,left,left
47,70,51,51,1.0,left,left
140,63,52,52,1.0,right,center
47,71,48,48,1.0,left,left
132,55,65,65,1.0,right,left
46,72,53,53,1.0,left,left
138,64,59,59,1.0,right,center
46,69,60,60,1.0,left,left
141,65,60,60,1.0,right,center
140,56,60,60,1.0,right,center
48,64,57,57,1.0,left,left
146,60,60,60,1.0,right,left
54,68,57,57,1.0,left,left
43,66,58,58,1.0,left,left
137,59,57,57,1.0,right,left
138,57,59,59,1.0,right,center
32,45,82,82,1.0,left,center
141,61,58,58,1.0,right,center
48,71,54,54,1.0,left,left
48,69,58,58,1.0,left,left
144,64,56,56,1.0,right,center
143,61,58,58,1.0,right,center
43,60,67,67,1.0,left,left
39,63,65,65,1.0,left,left
137,63,57,57,1.0,right,left
40,55,81,81,1.0,left,left
145,66,53,53,1.0,right,left
35,60,66,66,1.0,left,center
139,60,57,57,1.0,right,center
142,66,56,56,1.0,right,center
46,72,57,57,1.0,left,left
136,52,68,68,1.0,right,center
138,61,58,58,1.0,right,left
38,64,63,63,1.0,left,center
28,58,62,62,1.0,left,center
127,49,62,62,1.0,right,center
127,55,60,60,1.0,right,center
32,62,62,62,1.0,left,left
125,52,61,61,1.0,right,right
29,58,65,65,1.0,left,left
133,55,55,55,1.0,right,center
32,56,66,66,1.0,left,center
136,55,60,60,1.0,right,center
42,65,58,58,1.0,left,left
137,57,59,59,1.0,right,center
37,66,59,59,1.0,left,center
139,61,56,56,1.0,right,center
40,66,60,60,1.0,left,center
135,58,57,57,1.0,right,center
38,65,60,60,1.0,left,left
131,55,57,57,1.0,right,center
34,62,60,60,1.0,left,center
139,57,58,58,1.0,right,center
40,62,63,63,1.0,left,left
39,65,60,60,1.0,left,left
136,58,58,58,1.0,right,center
20,68,58,58,1.0,left,center
131,56,59,59,1.0,right,left
36,64,60,60,1.0,left,left
132,56,57,57,1.0,right,center
34,62,61,61,1.0,left,center
39,64,60,60,1.0,left,left
136,59,56,56,1.0,right,left
132,56,57,57,1.0,right,left
35,63,60,60,1.0,left,left
43,66,60,60,1.0,left,left
140,58,59,59,1.0,right,center
34,61,57,57,1.0,left,center
129,52,57,57,1.0,right,center
127,55,57,57,1.0,right,center
33,62,60,60,1.0,left,center
43,64,57,57,1.0,left,left
137,55,58,58,1.0,right,center
135,52,61,61,1.0,right,center
41,63,59,59,1.0,left,left
66,67,50,50,1.0,center,left
136,56,57,57,1.0,right,center
43,63,60,60,1.0,left,left
139,62,51,51,1.0,right,left
39,66,59,59,1.0,left,left
133,56,57,57,1.0,right,center
40,69,53,53,1.0,left,left
133,55,57,57,1.0,right,left
37,64,55,55,1.0,left,left
135,58,55,55,1.0,right,left
123,64,41,41,1.0,center,left
37,61,59,59,1.0,left,center
143,66,42,42,1.0,right,left
129,57,57,57,1.0,right,left
40,64,58,58,1.0,left,left
132,56,57,57,1.0,right,left
134,59,54,54,1.0,right,left
42,67,55,55,1.0,left,left
129,53,58,58,1.0,right,left
37,63,54,54,1.0,left,left
134,51,59,59,1.0,right,center
41,62,55,55,1.0,left,left
133,55,60,60,1.0,right,center
40,66,56,56,1.0,left,left
134,54,56,56,1.0,right,center
40,63,56,56,1.0,left,left
130,55,55,55,1.0,right,left
37,66,51,51,1.0,left,left
131,55,54,54,1.0,right,left
36,65,53,53,1.0,left,left
42,67,53,53,1.0,left,left
134,55,56,56,1.0,right,center
131,57,58,58,1.0,right,left
36,62,60,60,1.0,left,center
131,56,58,58,1.0,right,left
34,60,63,63,1.0,left,left
35,61,58,58,1.0,left,left
129,54,57,57,1.0,right,center
128,53,58,58,1.0,right,center
33,59,60,60,1.0,left,left
133,55,58,58,1.0,right,center
40,60,60,60,1.0,left,left
40,64,57,57,1.0,left,left
134,58,56,56,1.0,right,center
136,57,57,57,1.0,right,center
41,63,57,57,1.0,left,center
43,66,54,54,1.0,left,left
134,53,64,64,1.0,right,center
133,55,59,59,1.0,right,left
39,61,59,59,1.0,left,center
132,56,55,55,1.0,right,center
34,58,62,62,1.0,left,center
137,57,56,56,1.0,right,left
40,61,59,59,1.0,left,left
132,58,56,56,1.0,right,center
38,64,56,56,1.0,left,center
123,51,59,59,1.0,right,center
30,57,59,59,1.0,left,left
131,55,53,53,1.0,right,center
34,60,54,54,1.0,left,left
130,56,57,57,1.0,right,center
36,62,56,56,1.0,left,left
129,56,58,58,1.0,right,center
37,63,55,55,1.0,left,left
121,51,60,60,1.0,right,center
28,57,59,59,1.0,left,left
126,55,58,58,1.0,right,center
34,62,57,57,1.0,left,left
30,58,53,53,1.0,left,left
123,51,55,55,1.0,right,center
134,56,57,57,1.0,right,center
41,64,56,56,1.0,left,left
123,52,55,55,1.0,right,center
31,58,56,56,1.0,left,left
133,57,57,57,1.0,right,center
39,65,55,55,1.0,left,left
138,58,57,57,1.0,right,left
47,66,56,56,1.0,left,center
38,63,55,55,1.0,left,left
130,55,58,58,1.0,right,center
131,58,57,57,1.0,right,center
41,64,54,54,1.0,left,center
141,61,57,57,1.0,right,center
49,67,55,55,1.0,left,left
132,56,57,57,1.0,right,center
40,63,57,57,1.0,left,left
130,56,57,57,1.0,right,center
40,63,54,54,1.0,left,left
130,56,57,57,1.0,right,center
39,64,54,54,1.0,left,left
39,62,57,57,1.0,left,left
130,56,58,58,1.0,right,center
51,65,56,56,1.0,left,left
142,58,59,59,1.0,right,center
131,58,57,57,1.0,right,center
39,64,54,54,1.0,left,left
127,57,59,59,1.0,right,center
37,65,54,54,1.0,left,left
139,61,55,55,1.0,right,center
47,65,57,57,1.0,left,left
129,56,58,58,1.0,right,center
37,65,53,53,1.0,left,left
132,57,55,55,1.0,right,center
25,41,84,84,1.0,left,left
44,69,48,48,1.0,left,left
131,55,56,56,1.0,right,center
38,60,55,55,1.0,left,left
46,63,60,60,1.0,left,center
142,62,55,55,1.0,right,center
125,54,62,62,1.0,right,center
42,72,44,44,1.0,left,left
114,35,77,77,1.0,right,right
119,35,74,74,1.0,right,center
122,42,79,79,1.0,right,right
124,58,54,54,1.0,right,center
127,55,55,55,1.0,right,left
35,60,54,54,1.0,left,left
127,56,53,53,1.0,right,left
129,59,55,55,1.0,right,center
37,62,57,57,1.0,left,left
130,61,53,53,1.0,right,center
36,62,56,56,1.0,left,center
52,66,55,55,1.0,left,left
145,59,56,56,1.0,right,left
53,67,51,51,1.0,left,left
146,63,52,52,1.0,right,left
128,59,51,51,1.0,right,left
36,65,53,53,1.0,left,left
51,66,55,55,1.0,left,left
144,60,55,55,1.0,right,center
128,57,55,55,1.0,right,center
35,65,52,52,1.0,left,left
128,56,55,55,1.0,right,left
34,64,52,52,1.0,left,left
37,64,51,51,1.0,left,left
128,57,55,55,1.0,right,center
128,58,52,52,1.0,right,left
35,61,56,56,1.0,left,left
17,66,52,52,1.0,left,left
131,57,54,54,1.0,right,left
38,62,53,53,1.0,left,left
32,61,53,53,1.0,left,center
125,55,54,54,1.0,right,center
35,61,53,53,1.0,left,left
127,54,57,57,1.0,right,center
128,56,56,56,1.0,right,center
36,64,54,54,1.0,left,left
53,67,53,53,1.0,left,left
144,59,56,56,1.0,right,left
30,60,56,56,1.0,left,left
126,55,56,56,1.0,right,left
127,54,55,55,1.0,right,left
31,56,59,59,1.0,left,left
123,55,58,58,1.0,right,left
35,68,47,47,1.0,left,left
118,49,59,59,1.0,right,left
39,65,42,42,1.0,left,left
16,47,71,71,1.0,left,center
118,47,56,56,1.0,right,left
22,49,61,61,1.0,left,center
123,46,63,63,1.0,right,left
35,58,56,56,1.0,left,right
106,39,60,60,1.0,right,left
17,56,48,48,1.0,left,left
28,44,62,62,1.0,left,left
140,48,60,60,1.0,right,left
45,59,59,59,1.0,left,left
105,38,56,56,1.0,right,left
14,48,56,56,1.0,left,right
109,35,57,57,1.0,right,left
97,42,44,44,1.0,center,left
15,43,62,62,1.0,left,right
113,40,53,53,1.0,right,left
20,51,56,56,1.0,left,left
39,51,54,54,1.0,center,left
105,41,58,58,1.0,right,center
24,57,53,53,1.0,left,center
115,44,53,53,1.0,right,center
33,56,53,53,1.0,left,right
106,43,55,55,1.0,right,center
24,56,53,53,1.0,left,center
108,42,57,57,1.0,right,center
32,54,55,55,1.0,left,left
111,44,52,52,1.0,right,left
34,60,45,45,1.0,left,left
36,59,51,51,1.0,left,left
114,48,55,55,1.0,right,left
114,51,52,52,1.0,right,center
111,51,49,49,1.0,right,left
114,53,52,52,1.0,right,center
36,56,45,45,1.0,left,left
112,49,55,55,1.0,right,center
31,49,52,52,1.0,left,left
112,50,50,50,1.0,right,center
32,50,52,52,1.0,left,left
113,52,51,51,1.0,right,center
111,51,51,51,1.0,right,left
30,52,50,50,1.0,left,left
114,51,51,51,1.0,right,left
35,51,52,52,1.0,left,left
31,52,47,47,1.0,left,left
106,47,54,54,1.0,right,center
26,48,56,56,1.0,left,left
108,55,50,50,1.0,right,center
30,52,47,47,1.0,left,left
112,54,44,44,1.0,right,center
31,52,45,45,1.0,left,left
108,52,49,49,1.0,right,left
32,52,51,51,1.0,left,left
110,52,53,53,1.0,right,center
33,51,49,49,1.0,left,left
113,52,51,51,1.0,right,center
30,50,52,52,1.0,left,center
111,51,52,52,1.0,right,center
30,51,50,50,1.0,left,left
111,55,48,48,1.0,right,center
39,53,49,49,1.0,left,left
115,50,54,54,1.0,right,center
27,55,46,46,1.0,left,left
108,54,50,50,1.0,right,center
30,52,51,51,1.0,left,left
107,52,53,53,1.0,right,center
108,52,48,48,1.0,right,center
25,47,54,54,1.0,left,left
32,50,50,50,1.0,left,center
112,52,51,51,1.0,right,center
109,52,46,46,1.0,right,center
32,52,45,45,1.0,left,left
31,53,46,46,1.0,left,left
111,54,46,46,1.0,right,center
109,52,50,50,1.0,right,center
31,56,44,44,1.0,left,left
104,48,52,52,1.0,right,center
26,50,50,50,1.0,left,left
108,47,52,52,1.0,right,center
31,51,50,50,1.0,left,left
30,54,46,46,1.0,left,left
108,50,51,51,1.0,right,left
110,49,51,51,1.0,right,center
32,53,47,47,1.0,left,left
104,48,50,50,1.0,right,center
26,52,46,46,1.0,left,left
110,49,50,50,1.0,right,center
32,53,47,47,1.0,left,left
111,51,50,50,1.0,right,center
26,49,53,53,1.0,left,center
115,53,47,47,1.0,right,center
35,55,46,46,1.0,left,center
30,55,45,45,1.0,left,left
108,49,52,52,1.0,right,center
33,55,47,47,1.0,left,left
111,49,52,52,1.0,right,center
109,52,49,49,1.0,right,center
30,54,47,47,1.0,left,center
112,54,46,46,1.0,right,center
32,53,48,48,1.0,left,center
113,54,49,49,1.0,right,center
32,55,48,48,1.0,left,center
35,56,45,45,1.0,left,left
112,53,48,48,1.0,right,center
107,50,49,49,1.0,right,center
28,53,49,49,1.0,left,center
106,49,50,50,1.0,right,center
27,53,48,48,1.0,left,left
27,51,51,51,1.0,left,left
109,52,48,48,1.0,right,center
31,54,49,49,1.0,left,left
110,52,48,48,1.0,right,center
49,53,50,50,1.0,center,left
114,54,50,50,1.0,right,center
34,54,53,53,1.0,left,left
109,53,49,49,1.0,right,center
32,60,42,42,1.0,left,left
108,53,46,46,1.0,right,left
32,59,42,42,1.0,left,left
112,58,46,46,1.0,right,left
110,55,45,45,1.0,right,left
31,58,45,45,1.0,left,left
114,55,49,49,1.0,right,left
41,63,36,36,1.0,left,left
33,58,46,46,1.0,left,left
108,57,46,46,1.0,right,left
117,56,50,50,1.0,right,left
28,58,43,43,1.0,left,left
29,56,45,45,1.0,left,left
39,64,34,34,1.0,left,left
36,60,45,45,1.0,left,left
112,51,48,48,1.0,right,left
31,61,41,41,1.0,left,left
113,53,49,49,1.0,right,left
38,57,48,48,1.0,left,left
113,63,25,25,1.0,center,left
112,53,41,41,1.0,right,center
105,45,52,52,1.0,right,left
112,52,49,49,1.0,right,left
38,60,41,41,1.0,left,left
124,65,29,29,1.0,right,left
42,63,42,42,1.0,left,left
113,46,56,56,1.0,right,center
44,60,36,36,1.0,left,left
35,60,42,42,1.0,left,left
42,63,40,40,1.0,left,left
112,53,46,46,1.0,right,left
22,44,60,60,1.0,left,left
34,58,43,43,1.0,left,left
46,66,30,30,1.0,left,left
29,57,48,48,1.0,left,left
37,56,48,48,1.0,left,center
43,60,39,39,1.0,left,left
112,53,46,46,1.0,right,left
110,47,49,49,1.0,right,left
43,66,39,39,1.0,left,left
114,52,54,54,1.0,right,left
24,38,74,74,1.0,left,left
116,53,50,50,1.0,right,center
35,57,50,50,1.0,left,left
117,54,50,50,1.0,right,left
37,53,55,55,1.0,left,left
36,54,56,56,1.0,left,left
115,50,57,57,1.0,right,left
113,52,50,50,1.0,right,left
38,61,40,40,1.0,left,left
111,53,50,50,1.0,right,left
27,48,61,61,1.0,left,left
113,53,47,47,1.0,right,center
36,58,45,45,1.0,left,left
118,56,48,48,1.0,right,left
38,57,50,50,1.0,left,left
116,54,49,49,1.0,right,center
33,50,58,58,1.0,left,left
120,56,49,49,1.0,right,center
114,52,56,56,1.0,right,center
39,64,39,39,1.0,left,left
114,54,53,53,1.0,right,center
27,39,78,78,1.0,left,left
35,52,53,53,1.0,left,left
113,53,54,54,1.0,right,right
34,58,47,47,1.0,left,center
110,46,65,65,1.0,right,center
106,47,56,56,1.0,right,right
34,58,40,40,1.0,left,left
110,53,48,48,1.0,right,center
36,61,40,40,1.0,left,left
110,50,55,55,1.0,right,center
38,60,42,42,1.0,left,left
110,51,53,53,1.0,right,center
35,59,42,42,1.0,left,left
110,55,46,46,1.0,right,center
114,55,46,46,1.0,right,right
32,52,52,52,1.0,left,left
104,42,68,68,1.0,right,right
36,52,49,49,1.0,left,center
116,58,45,45,1.0,right,left
38,60,36,36,1.0,left,left
108,50,51,51,1.0,right,left
22,43,62,62,1.0,left,left
33,61,41,41,1.0,left,left
111,58,40,40,1.0,right,left
35,60,42,42,1.0,left,left
105,49,52,52,1.0,right,right
30,56,44,44,1.0,left,left
108,51,49,49,1.0,right,center
33,58,41,41,1.0,left,center
32,53,50,50,1.0,left,left
111,55,48,48,1.0,right,left
33,55,49,49,1.0,left,left
110,48,57,57,1.0,right,center
35,57,46,46,1.0,left,left
110,49,55,55,1.0,right,center
34,56,46,46,1.0,left,center
37,58,45,45,1.0,left,left
112,53,51,51,1.0,right,right
34,57,46,46,1.0,left,left
114,55,50,50,1.0,right,left
37,58,42,42,1.0,left,left
112,53,51,51,1.0,right,center
111,54,51,51,1.0,right,center
37,59,44,44,1.0,left,left
32,55,48,48,1.0,left,left
107,49,57,57,1.0,right,left
110,58,45,45,1.0,right,left
31,58,47,47,1.0,left,left
109,52,50,50,1.0,right,center
35,59,42,42,1.0,left,left
36,57,50,50,1.0,left,left
34,55,49,49,1.0,left,left
114,52,57,57,1.0,right,left
110,51,52,52,1.0,right,center
31,55,48,48,1.0,left,center
38,56,46,46,1.0,left,left
113,54,53,53,1.0,right,center
33,54,50,50,1.0,left,left
42,62,41,41,1.0,left,left
119,56,48,48,1.0,right,left
116,55,49,49,1.0,right,left
38,59,47,47,1.0,left,left
38,59,47,47,1.0,left,left
117,58,48,48,1.0,right,left
37,60,44,44,1.0,left,left
113,57,47,47,1.0,right,center
116,57,46,46,1.0,right,center
36,57,48,48,1.0,left,left
37,59,46,46,1.0,left,left
113,55,51,51,1.0,right,center
110,51,55,55,1.0,right,center
37,60,44,44,1.0,left,left
118,60,44,44,1.0,right,center
36,57,51,51,1.0,left,center
114,55,47,47,1.0,right,center
41,62,40,40,1.0,left,left
41,63,45,45,1.0,left,left
117,61,46,46,1.0,right,center
41,63,41,41,1.0,left,left
116,56,50,50,1.0,right,center
32,55,47,47,1.0,left,center
110,55,47,47,1.0,right,center
32,56,48,48,1.0,left,left
111,54,52,52,1.0,right,center
114,55,47,47,1.0,right,left
39,60,42,42,1.0,left,left
116,56,50,50,1.0,right,center
41,59,41,41,1.0,left,left
114,52,52,52,1.0,right,center
36,60,39,39,1.0,left,left
108,51,52,52,1.0,right,center
40,61,42,42,1.0,left,left
117,59,49,49,1.0,right,center
38,57,45,45,1.0,left,left
115,55,48,48,1.0,right,left
116,54,50,50,1.0,right,center
37,54,49,49,1.0,left,left
112,52,52,52,1.0,right,center
37,56,46,46,1.0,left,left
112,56,45,45,1.0,right,center
35,54,47,47,1.0,left,left
113,52,48,48,1.0,right,left
38,54,46,46,1.0,left,left
112,52,51,51,1.0,right,center
32,50,52,52,1.0,left,left
43,61,44,44,1.0,left,center
121,58,50,50,1.0,right,center
37,59,44,44,1.0,left,left
113,54,50,50,1.0,right,left
40,58,45,45,1.0,left,left
116,54,51,51,1.0,right,center
32,54,47,47,1.0,left,left
112,53,46,46,1.0,right,center
114,57,46,46,1.0,right,left
39,63,40,40,1.0,left,left
112,56,46,46,1.0,right,center
34,56,48,48,1.0,left,left
118,55,52,52,1.0,right,left
43,60,43,43,1.0,left,left
114,52,52,52,1.0,right,center
37,59,44,44,1.0,left,left
113,51,50,50,1.0,right,center
34,58,44,44,1.0,left,center
113,50,55,55,1.0,right,center
33,56,50,50,1.0,left,left
33,55,50,50,1.0,left,center
111,48,59,59,1.0,right,center
40,60,41,41,1.0,left,left
118,54,53,53,1.0,right,center
35,55,57,57,1.0,left,left
115,55,45,45,1.0,right,left
28,52,56,56,1.0,left,left
34,60,44,44,1.0,left,left
114,55,47,47,1.0,right,left
37,60,42,42,1.0,left,left
110,48,63,63,1.0,right,left
30,52,55,55,1.0,left,left
114,55,50,50,1.0,right,center
115,51,55,55,1.0,right,left
35,57,48,48,1.0,left,left
35,57,50,50,1.0,left,left
112,50,56,56,1.0,right,center
32,50,56,56,1.0,left,left
110,52,55,55,1.0,right,center
116,55,47,47,1.0,right,center
35,59,46,46,1.0,left,left
114,55,48,48,1.0,right,left
40,62,42,42,1.0,left,left
24,41,79,79,1.0,left,left
115,52,52,52,1.0,right,left
36,56,51,51,1.0,left,left
54,54,49,49,1.0,center,left
33,54,55,55,1.0,left,center
111,52,54,54,1.0,right,right
114,51,52,52,1.0,right,right
32,55,55,55,1.0,left,left
39,60,47,47,1.0,left,left
115,52,54,54,1.0,right,center
114,54,54,54,1.0,right,right
26,46,68,68,1.0,left,left
112,52,55,55,1.0,right,center
26,49,63,63,1.0,left,left
116,55,54,54,1.0,right,center
118,56,51,51,1.0,right,left
37,58,50,50,1.0,left,left
113,51,55,55,1.0,right,center
34,60,48,48,1.0,left,left
37,62,43,43,1.0,left,left
111,50,56,56,1.0,right,right
37,61,47,47,1.0,left,left
50,50,55,55,1.0,center,left
111,47,61,61,1.0,right,left
112,52,53,53,1.0,right,center
37,54,55,55,1.0,left,left
34,57,49,49,1.0,left,left
112,49,53,53,1.0,right,left
35,58,43,43,1.0,left,left
110,47,54,54,1.0,right,center
45,47,59,59,1.0,center,left
111,48,53,53,1.0,right,center
32,59,46,46,1.0,left,left
39,58,48,48,1.0,left,left
114,49,57,57,1.0,right,left
111,49,53,53,1.0,right,center
31,56,51,51,1.0,left,left
115,51,51,51,1.0,right,center
33,54,53,53,1.0,left,left
113,48,54,54,1.0,right,center
31,51,57,57,1.0,left,center
111,46,59,59,1.0,right,right
31,52,55,55,1.0,left,left
110,46,57,57,1.0,right,right
33,52,54,54,1.0,left,left
112,45,59,59,1.0,right,center
34,57,50,50,1.0,left,left
111,44,59,59,1.0,right,center
33,55,54,54,1.0,left,left
116,49,51,51,1.0,right,center
30,55,56,56,1.0,left,center
113,45,62,62,1.0,right,center
118,50,51,51,1.0,right,left
33,53,58,58,1.0,left,center
111,47,56,56,1.0,right,left
30,57,50,50,1.0,left,left
114,48,53,53,1.0,right,left
33,55,55,55,1.0,left,right
118,51,52,52,1.0,right,center
32,55,58,58,1.0,left,center
106,40,62,62,1.0,right,center
33,55,49,49,1.0,left,left
103,40,60,60,1.0,right,right
27,50,56,56,1.0,left,left
112,49,54,54,1.0,right,left
32,55,52,52,1.0,left,left
116,51,52,52,1.0,right,center
32,58,53,53,1.0,left,left
113,47,54,54,1.0,right,left
31,56,52,52,1.0,left,left
117,51,50,50,1.0,right,left
30,53,56,56,1.0,left,left
112,50,55,55,1.0,right,left
40,56,51,51,1.0,left,left
110,46,53,53,1.0,right,center
29,54,50,50,1.0,left,center
47,51,52,52,1.0,center,left
110,47,53,53,1.0,right,center
25,47,59,59,1.0,left,right
42,43,66,66,1.0,center,left
113,50,51,51,1.0,right,center
35,54,52,52,1.0,left,center
115,52,50,50,1.0,right,left
28,55,53,53,1.0,left,left
110,49,56,56,1.0,right,center
32,60,49,49,1.0,left,left
49,58,47,47,1.0,left,left
114,52,52,52,1.0,right,left
32,53,54,54,1.0,left,left
112,47,55,55,1.0,right,left
34,52,54,54,1.0,left,left
112,50,53,53,1.0,right,right
30,57,51,51,1.0,left,center
113,50,54,54,1.0,right,center
30,54,51,51,1.0,left,center
116,52,53,53,1.0,right,left
114,52,49,49,1.0,right,center
113,54,54,54,1.0,right,center
34,60,50,50,1.0,left,left
37,60,46,46,1.0,left,left
111,48,58,58,1.0,right,center
111,47,58,58,1.0,right,center
27,45,67,67,1.0,left,left
34,59,51,51,1.0,left,center
112,49,60,60,1.0,right,right
115,47,61,61,1.0,right,center
113,50,57,57,1.0,right,center
36,59,51,51,1.0,left,left
29,52,52,52,1.0,left,center
102,33,70,70,1.0,right,center
108,39,63,63,1.0,right,center
114,48,63,63,1.0,right,left
118,57,50,50,1.0,right,left
115,48,61,61,1.0,right,left
120,55,49,49,1.0,right,left
114,49,58,58,1.0,right,right
113,48,57,57,1.0,right,center
112,45,62,62,1.0,right,center
107,40,69,69,1.0,right,center
108,42,62,62,1.0,right,right
113,53,52,52,1.0,right,left
119,56,52,52,1.0,right,left
104,44,65,65,1.0,right,right
35,59,48,48,1.0,left,left
110,47,60,60,1.0,right,right
40,63,43,43,1.0,left,left
110,54,57,57,1.0,right,right
111,49,58,58,1.0,right,left
42,62,44,44,1.0,left,left
30,53,52,52,1.0,left,left
40,60,49,49,1.0,left,center
117,60,47,47,1.0,right,left
107,50,52,52,1.0,right,right
112,52,51,51,1.0,right,center
116,57,49,49,1.0,right,left
111,54,48,48,1.0,right,right
115,55,46,46,1.0,right,left
43,65,43,43,1.0,left,left
120,59,47,47,1.0,right,center
118,57,45,45,1.0,right,left
115,52,52,52,1.0,right,center
37,62,46,46,1.0,left,left
114,54,51,51,1.0,right,left
37,62,47,47,1.0,left,left
103,42,64,64,1.0,right,left
41,67,40,40,1.0,left,left
114,48,58,58,1.0,right,left
115,49,55,55,1.0,right,center
33,53,57,57,1.0,left,right
118,50,54,54,1.0,right,left
36,55,57,57,1.0,left,center
117,52,54,54,1.0,right,center
32,53,60,60,1.0,left,left
52,57,54,54,1.0,center,left
115,50,53,53,1.0,right,left
31,54,55,55,1.0,left,left
120,50,57,57,1.0,right,left
44,60,50,50,1.0,left,left
113,49,55,55,1.0,right,center
35,58,51,51,1.0,left,left
35,54,54,54,1.0,left,left
116,49,55,55,1.0,right,center
117,53,53,53,1.0,right,center
33,57,52,52,1.0,left,center
114,50,56,56,1.0,right,center
31,56,52,52,1.0,left,left
115,50,56,56,1.0,right,right
37,58,49,49,1.0,left,left
39,61,49,49,1.0,left,left
119,52,57,57,1.0,right,left
34,56,54,54,1.0,left,left
113,50,56,56,1.0,right,center
113,49,55,55,1.0,right,left
33,51,58,58,1.0,left,left
113,49,54,54,1.0,right,center
35,54,51,51,1.0,left,left
117,53,55,55,1.0,right,center
36,56,57,57,1.0,left,left
117,48,58,58,1.0,right,center
31,50,61,61,1.0,left,left
120,53,54,54,1.0,right,left
36,55,54,54,1.0,left,left
118,53,55,55,1.0,right,center
34,56,54,54,1.0,left,left
122,54,55,55,1.0,right,left
37,56,57,57,1.0,left,left
125,58,51,51,1.0,right,left
40,61,47,47,1.0,left,left
34,52,60,60,1.0,left,left
119,49,60,60,1.0,right,left
32,50,57,57,1.0,left,left
117,49,57,57,1.0,right,left
